11781,Studio Manager,Account Executive / Producer,Marketing Manager,,,,,,,,,,,,,,,,,
11782,Senior Auditor,Senior Consultant,Business Consultant,Senior Accountant,Assistant Manager,Finance Manager,Finance & Operations Controller,Controller,Regional Controller - Accounting/Controls (SEAPAC),,,,,,,,,,,
11785,Financial Analyst,Volunteer,,,,,,,,,,,,,,,,,,
11789,Part Time Waiteress,Tours & Events Central Zone Operations,Call Center Agent,Part Time Admin Exceutive,HR officer,HR officer,,,,,,,,,,,,,,
11791,HR Executive,HR Executive,Assistant HR Manager,HR Manager,,,,,,,,,,,,,,,,
11792,Administrative / Accountant,Accounting-Controlling Manager,Local SAP Coordinator,Corporate Secretary,Local Compliance Officer,Deputy to the COO,"Senior Manager - Finance, Accounting and Controlling",Local CSR Officer,General Manager - Finance and Administration,Chief Operating Officer,General Manager for Finance,,,,,,,,,
11793,Snr HR Officer,HR Officer,Ciba Vision Asian Manufacturing & Logistic Pte Ltd,Asst HR Executive,HR Executive,HR Executive,HR Executive,Snr HR Executive,Snr Human Resource Executive (Contract),"Executive,HR & Office Admin",,,,,,,,,,
11795,Sales Assistant,Human Resources Assistant,Audit Manager 1,Finance Manager,,,,,,,,,,,,,,,,
11796,Marketing Executive,Senior HR Assistant,Data Analyst,Language Specialist,Technical Support Advisor,,,,,,,,,,,,,,,
11798,國際法務,律師,法務襄理,公司秘書,法務經理,,,,,,,,,,,,,,,
11799,"Director, Chairman of Audit Committee",Director,,,,,,,,,,,,,,,,,,
11802,Manager,Senior Manager,Vice President,General Manager,,,,,,,,,,,,,,,,
11803,"Specialist, E-Commerce Shopping Group","Category Management, Health & Beauty ",Key Account Manager,,,,,,,,,,,,,,,,,
11805,Sales representative,Games attendant,Brand assistant,,,,,,,,,,,,,,,,,
11806,HR Specialist,HR Clerk,HR&AD Assistant Manager,,,,,,,,,,,,,,,,,
11807,"Sales Manager, Engineer",GM of Buhler SORTEX service company in North China ,Co-Founder,Senior Sales Manager/Materials handling ,GM / China & APEC,Executive Sales Director,Sales Director in Asia,,,,,,,,,,,,,
11808,Audit Associate,Audit Manager,Financial controller&Finance Director,Senior Finance FP&A Manager,,,,,,,,,,,,,,,,
11810,Interior Designer室内设计师,Senior Interior Designer资深室内设计师,Senior Interior Designer资深室内设计师,Assistant Project Manager助理项目经理,Interior Designer室内设计师,Tenant design management manager租户设计管理部经理,,,,,,,,,,,,,,
11811,Legal Assistant,Legal Counsel,,,,,,,,,,,,,,,,,,
11812,Project Management,Cost Analysis & Control Leader,Pricing Center Manager,Project and Process Senior Manager,Process Excellence Leader,Cost Control Director,,,,,,,,,,,,,,
11813,Legal Assistant,Legal Assistant,Senior Legal Assistant,Senior Consultant,"Partner, Intellectual Property",Owner,,,,,,,,,,,,,,
11814,Head Department,Head Department,SQE,Project Management,Regional Sales Representative,Founder & CTO,,,,,,,,,,,,,,
11815,Quality Manager,Product Development Quality Supervisor,Global Supplier Quality Senior Manager,CMF  Technical Staff,,,,,,,,,,,,,,,,
11816,Auditor and Senior Auditor,Senior Auditor,Senior Auditor,Manager,Senior Financial Reporting Manager,Corporate Accounting Director,Director of Centralized Accounting Team,Director of China Accounting,,,,,,,,,,,,
11817,Vacation Trainee,Manager - Transaction Banking,Equity Research Analyst,Equity Research Analyst,,,,,,,,,,,,,,,,
11818,Research and Teaching Assistant,Visiting Researcher,Research And Teaching Assistant,Visiting Researcher,Visiting Researcher,Computer Science Instructor,Faculty,Postdoctoral Research Fellow,Assistant Professor,,,,,,,,,,,
11819,Bank Assistant,Intern,Associate,Management Trainee,Sales Manager,,,,,,,,,,,,,,,
11821,SAP B1 Consultant,IT Specialist (SAP B1),SAP B1 Consultant,Regional IT Specialist (APAC),SAP BusinessObject Consultant (Offshore Projects),SAP B1 Specialist,,,,,,,,,,,,,,
11823,Senior Sales Executive,Sales Executive,,,,,,,,,,,,,,,,,,
11825,Sales,Project Executive,,,,,,,,,,,,,,,,,,
11827,Senior Auditor,Group Finance Manager,,,,,,,,,,,,,,,,,,
11836,General Manager,Business Owner,,,,,,,,,,,,,,,,,,
11837,Sales Executive,Senior Sales Executive,Sales Manager,,,,,,,,,,,,,,,,,
11841,OIL & Gas Business Development Executive,Aerospace Business Development Manager,Commercial Manager,Regional Sales Manager,Regional Commercial Manager,,,,,,,,,,,,,,,
11843,Audit Assistant,Accounts Executive,Finance & HR Manager,Accountant,Assistant Manager,,,,,,,,,,,,,,,
11847,Sales Coordinator,Commercial Coordinator,,,,,,,,,,,,,,,,,,
11848,Sales Executive,Senior Sales Executive,Sales Manager,Project Sales Manager,,,,,,,,,,,,,,,,
11850,Audit Senior,"Assistant Manager, Investment Services","Vice President, Investment Manager/Analyst","Director, Investment Advisory & Research","Vice President, Investment Advisory","Senior Director, Investments",,,,,,,,,,,,,,
11853,Engineering Assistant,System Design/Project Engineer,Sales Coordinator,Lead System Design/Project Engineer,Sales Manager,,,,,,,,,,,,,,,
11855,"Director, Suzhou Operation & Quality, Asia Pacific Customer Satisfaction","Director, New Program and Production Readiness","Director, Manufacturing Engineeering",,,,,,,,,,,,,,,,,
11859,Supervisor,Telemarketer,Teacher,Engineering Intern,Assistant Sales Engineer,Engineer,,,,,,,,,,,,,,
11860,Traffic Assistant,Executive Assistant - VP,IT Helpdesk Supervisor,Executive Assistant - VP of Purchasing Dept.,Process Associates,,,,,,,,,,,,,,,
11862,System Engineer,IT 技术主管,,,,,,,,,,,,,,,,,,
11863,Purchasing Officer,Customer Service Specialist,Ticketing Sales Officer,Head Cashier,Validations Officer / Inventory Officer,Senior Finance Controller,,,,,,,,,,,,,,
11864,Sales account manager,Sales Executive,,,,,,,,,,,,,,,,,,
11865,Assistant Audit Manager,Regional Internal Auditor,Corporate Development Manager,Head Of Logistics,Director,,,,,,,,,,,,,,,
11868,Financial Futures Dealer,Senior Trader,Agent,Director,Partner,,,,,,,,,,,,,,,
11870,Service Engineer,Workshop Manager,Customer support Service Manager,,,,,,,,,,,,,,,,,
11871,Special Constable,Project Manager - Structural Steel,Sales Engineer,Regional Sales Manager,General Manager,Director - Asia Pacific,  ,,,,,,,,,,,,,
11874,Compliance Coordinator,Vendors Relation Officer,,,,,,,,,,,,,,,,,,
11876,Pastry Intern,Pastry Commis,Pastry Commis & Marketing Executive,Confidential HR Assistant (Service Provider),Marketing Executive,Marketing Executive,Senior Marketing Communications Executive,,,,,,,,,,,,,
11877,Director,Head of Internal Audit,Head of Internal Audit,Director,,,,,,,,,,,,,,,,
11878,"Senior Officer, Administrator","Senior Officer, Marketing & Administration",Administrator,Real Estate Consultant,"Senior Executive, Administration",,,,,,,,,,,,,,,
11880,regional sales director,Business Development Director,Business Development Director,,,,,,,,,,,,,,,,,
11881,A.C.E. Coordinator,Purchasing Executive,Procurement Supervisor,Purchasing,,,,,,,,,,,,,,,,
11882,Sales Executive,Retail Assistant,Sales Manager,Freelance Steel Trader,,,,,,,,,,,,,,,,
11885,Intern - Communications (Media Team),Corporate Communications Executive,Corporate Communications Officer,Corporate Communincations Executive (Single Contributor Role),,,,,,,,,,,,,,,,
11886,Procurement Lead,Intern,Deputy Manager,,,,,,,,,,,,,,,,,
11887,Human Resource Assistance,Administrative Executive,Senior Corporate Secretarial Assistant ,Corporate Secretarial Associate,Corporate Secretarial Executive,Corporate Secretarial Senior Associate ,,,,,,,,,,,,,,
11888,"Sales Manager, Aluminium oxides",Regional Sales and Branch Office Manager,Asia Pacific sales & B.D. Manager steel,Chief Representative AsiaPacific,Commercial Manager Projects,AsiaPacific Regional Manager ,,,,,,,,,,,,,,
11889,General Manager,Executive Officer,Chief Executive Officer,Managing Director,Vice President,Vice President,Regional Managing Director,,,,,,,,,,,,,
11891,Customer Service Officer,Assistant Sales Executive,Equity Research Intern,Credit Analyst,,,,,,,,,,,,,,,,
11893,Business Development,Business Executive,Business Development Executive,Senior Sales Engineer,Sales Manager,Sales Manager,Project Manager,Sales,,,,,,,,,,,,
11896,Process Control Technologist - Intern,"Executive (Production Division - Environment, Quality & Special Projects - Environment)",Senior Executive (Operations & Maintenence Division - Support - Environment),,,,,,,,,,,,,,,,,
11897,Asst Marketing Manager,Senior Sales Executive,Sales Engineer,Marketing Manager,Technical Director,,,,,,,,,,,,,,,
11899,Promoter,Part time sales associate,HR Assistant(Intern),Employee,,,,,,,,,,,,,,,,
11900,SAP Specialist,Regional SAP Analyst,"Regional SAP Analyst (S. E Asia, HK, Japan)",Global SAP B1 Project Lead,,,,,,,,,,,,,,,,
11904,Business Manager,Area Sales Manager,,,,,,,,,,,,,,,,,,
11905,system engineer,Principal System Analyst,Principal System Analyst,Principal System Analyst,,,,,,,,,,,,,,,,
11906,Project Management (Intern),Portfolio Mangement,,,,,,,,,,,,,,,,,,
11907,Project Sales Executive,Deputy Quality Manager,Radio/Electronic Technician,Service Technician,Service Technician,Calibration Technician,,,,,,,,,,,,,,
11908,Trust Officer,Institutional Sales,Senior Director,Executive Director,,,,,,,,,,,,,,,,
11909,Salesman,Sales assistant,Project assistant,"Sales, hollow sections",Export Manager,,,,,,,,,,,,,,,
11912,Audit Senior,Internal Auditor,Assistant Manager,Manager,,,,,,,,,,,,,,,,
11913,Audit Assistant - Audit Manager,Executive Director,Manager,Chief Financial Officer,Executive Director,,,,,,,,,,,,,,,
11916,Assistant Manager,Regional Sales Manager,Sales Manager,,,,,,,,,,,,,,,,,
11918,Senior Technical Specialist,Packaging Supervisor,Production and Technical Manager,Production Manager,Operations Manager,,,,,,,,,,,,,,,
11919,Procurement Manager,Director,,,,,,,,,,,,,,,,,,
11921,"Assistant Manager, Marketing",-,,,,,,,,,,,,,,,,,,
11922,Mechanical Engineer,Senior Mechanical Engineer,Senior Product Engineer,Account Manager,Senior Account Manager,Business Development Manager,,,,,,,,,,,,,,
11923,HR Assistant,Human Resource Officer,Human Resource Officer,,,,,,,,,,,,,,,,,
11924,Engineer,Electrical Power Engineer,Senior Electrical Engineer,,,,,,,,,,,,,,,,,
11925,Audit Senior,Audit Senior,Assistant Finance Manager,,,,,,,,,,,,,,,,,
11926,Industrial attachment as intern,Product Development Executive,Chartered Islamic Financial Professional (CIFP),,,,,,,,,,,,,,,,,
11927,Operation Analyst,Group Treasurer,"Financial Controller, Fujian LPG Business","Treasury & Payment Manager, Financial Services Centre, KL","Project Manager (Financial Services Centre), Singapore","Performance Unit Controller, Exploration & Production Business","JV Controller, Exploration & Production Business","BU Controller, Exploration & Production Business & Gas Business, Beijing","Regional Controller, Asia-Pac Industrial Lubricant Business","Finance Director, China",General Manager / Strategic Business Unit Head (China Industrial),Director of Finance and Strategic Planning,Management Accountant,,,,,,,
11929,Intern,IT Specialist,Calculation Customer Service,Asia Calculation System Analyst,Rx Central Platform Manager,,,,,,,,,,,,,,,
11930,Engineer,"Senior Engineer, Product","Senior Engineer, Product",Advanced Process Engineer,,,,,,,,,,,,,,,,
11931,System Analyst,System Analyst,,,,,,,,,,,,,,,,,,
11933,Senior Electrical Engineer,Plant Engineer,"Senior Engineer - Electrical, Instrumentation & Control",Principal Electrical Engineer,"Sales & Marketing Manager - Thermal, Water & Renewable Systems","Head of Sales- Thermal, Water & Renewables",,,,,,,,,,,,,,
11935,Teaching Assistant,Dining Services Student Workers,Finance Intern,Barista - UI Housing,"Executive in Charge of Rating Project, Kota Kinabalu City Hall",,,,,,,,,,,,,,,
11936,Internship -  Production Department,Supervisor - Channel Incentives (Greater China Region),Senior Partner Investment Specialist (APJ),Revenue Ops Specialist (APJ),,,,,,,,,,,,,,,,
11937,R&D Director,SVP,CEO,Partner,EVP Technology Development and Acquisition,COO,,,,,,,,,,,,,,
11939,Administrative Executive,"Senior Assistant, Administration",Corporate Operations Assistant,Admin Executive,,,,,,,,,,,,,,,,
11940,R&D Engineer,R&D Senior Engineer/Architect,Product Development Manager I / II,"Senior Manager, Product Planning/Development","Senior Manager, Front-End Program Management",,,,,,,,,,,,,,,
11941,Finance Manager,Team Manager,Functional Specialist,Analyst,Finance Manager,,,,,,,,,,,,,,,
11944,Junior Procurement Officer,Purchasing Executive,Purchaser,,,,,,,,,,,,,,,,,
11945,Graduate Chemical Engineer,Process Engineer,Business Development Senior Executive,"MBA Summer Intern, EU Softlines","Associate, CEO* Excellence Program","Head of Strategy, EPC Projects, Siemens Gas & Power",,,,,,,,,,,,,,
11946,Software Engineer,Solutions Consultant,Peoplesoft Developer,Solution Architect Lead,Data Science and Product Development Manager,,,,,,,,,,,,,,,
11947,Engineering Section Manager,Materials Manager,OEM Business Manager,Corporate Procurement Manager,,,,,,,,,,,,,,,,
11948,Project Manager,Senior Project Manager,Senior Project Manager,Senior Project Manager,,,,,,,,,,,,,,,,
11949,Senior Business Executive,Business Development Manager,"General Manager, Corporate Development","Vice President, Investment",Account Director,,,,,,,,,,,,,,,
11950,Audit Assistant,Finance Officer,Investment Manager,,,,,,,,,,,,,,,,,
11951,Audit Manager,Group Finance manager,"Assistant Vice President, Finance",Regional Financial Controller,Chief Financial Officer,Acting Chief Executive Officer,,,,,,,,,,,,,,
11952,Executive Trainee,Senior Associate,Corporate Finance Associate,Analyst,Associate,Associate Director,"Senior Vice President, Corporate Finance","Director, Corporate Finance",,,,,,,,,,,,
11953,Intern,Associate,,,,,,,,,,,,,,,,,,
11954,Finance Manager,Regional Finance Director,Deputy CEO,CEO,CFO,CFO,,,,,,,,,,,,,,
11955,"Product Manager, Bioscience Division",Bio-Molecular Division Manager,International Sales Manager,Sales Channel Manager,,,,,,,,,,,,,,,,
11956,Private Tutor,"Telemarketer, Outdoor Sales and Administrative Assistant",Assistant Manager,Sales and Administrative Assistant,Senior Care Worker,Provisional Psychologist (Intern),,,,,,,,,,,,,,
11958,Managing Director,Independent Director,Executive Chairman,Director & Principal Consultant,Independent Director,Advisor,Independent Director,,,,,,,,,,,,,
11959,Sales Executive,Marketing Executive,Senior Sales Executive,Sales and Marketing Executive,Financial Consultant,,,,,,,,,,,,,,,
11960,Intern,Intern,Summer Analyst,Research Analyst,Senior Associate,Associate Director,Investment Analyst,,,,,,,,,,,,,
11961,Tax Accountant,Tax Associate,Tax Supervisor,Director of Taxation,Controller - Asia Region,,,,,,,,,,,,,,,
11962,Sales and Marketing Manager,Sales and Marketing Manager,Key Account Director,Director of Sales,Director of Sales,Managing Director,,,,,,,,,,,,,,
11963,Marketing Executive,Assistant Marketing Manager,Marketing Manager,,,,,,,,,,,,,,,,,
11964,Senior R&D Electronics Engineer,Assistant Manager (MCU Appications),Consultant,Engineering Director,Engineering Manager - Lighting Control Design,Principal Scientist,Consultant,Engineering Director,Chief Technology Officer & Vice President (Product Development),Consultant,Vice President (Electronics Engineeering),,,,,,,,,
11965,Senior Graphic Designer,Associate Consultant (Design),UX/UI Designer,Senior User Experience Designer,,,,,,,,,,,,,,,,
11966,Application Engineer,Project Engineer,R&D Engineer,Field Application Engineer,Field Application Engineer,Field Application Engineer,,,,,,,,,,,,,,
11967,Group CA Trainee,Manager (Accounts) [Level-I],Manager (Accounts) [Level-II],Senior Manager (Accounts and Financial Reporting),Divisional Manager (Corporate Accounts and Reporting),Deputy General Manager (Corporate Accounting),,,,,,,,,,,,,,
11968,Materials Specialist,Shipping Specialist,senior material assistant,shipping adminstrator,,,,,,,,,,,,,,,,
11969,Student,Associate Consultant,Consultant,Campaign Leader,Senior Consultant,MBA Candidate,Entrepreneurial Lead | AGM New Business Initiatives,Regional Pricing Manager (SEA),,,,,,,,,,,,
11970,Technical Director,Corporate Vice President Global Pharma R&D,Non Executive Director & Deputy Chair,Non Executive Director,,,,,,,,,,,,,,,,
11971,Audit Senior,Financial Controller,Financial Controller,Financial Controller,CFO - Asia,INED,,,,,,,,,,,,,,
11972,President Oregon Scientific Global,President & CEO Asia Pacific,Founder & CEO,Operating Partner,,,,,,,,,,,,,,,,
11973,Deputy Manager,Corporate Finance Manager,Chief Financial Officer,,,,,,,,,,,,,,,,,
11975,"Senior SAP R/3 Consultant (FI/CO, PS, AM, TM and Logistics Integration) and SAP BW Consultant",Senior Consultant (e-Commerce & SAP BW),Senior BW & FI/CO Consultant,Senior BI Consultant (BW version 2.0 and 3.5),Senior BI Consultant (BI Netweaver 7.0),SAP BW/XI Lecturer,"Senior BI and BO Consultant (BO 3.1, BO 4.0 and BI Netweaver 7.0)",Senior SAP Business Objects (BO) Consultant,SAP BW/BO Team Lead and SAP HANA,"Senior BI, HANA and BO Consultant (BW on HANA 7.4, SAP HANA 1.0, BO 4.0, BO 4.1)",BI HANA Architect,,,,,,,,,
11976,PhD,Alexander von Humboldt Fellow,Research Fellow,"Senior Research Fellow, CA2DM","Senior Research Fellow, NUS-BIGHEART",,,,,,,,,,,,,,,
11977,Product Quality Management Trainee,Product Engineer,Test Product Engineer,Senior Product Test Engineer II,Senior Product Development Engineer II,Senior Test Supplier Engineer,Senior Product Engineer,,,,,,,,,,,,,
11979,System Analyst,System Analyst,Technical Consultant,Senior BI Consultant,Senior BI Consultant,Senior BI Consultant,Sr. BI CONSULTANT,Business Intelligence Analyst,,,,,,,,,,,,
11980,Audit Manager,Manager - Accounts,Senior Manager - Taxation,Senior Manager - Taxation,General Manager - Tax & Accounts,GM (Head) - Taxation,,,,,,,,,,,,,,
11981,Lead Instructional Designer,"Manager, Centre for Teaching Excellence",Curriculum Development Manager,"Head, Curriculum Development",Product Manager,Project Manager (Learning Design),,,,,,,,,,,,,,
11982,Auditor,Senior Accountant,"Project Finance Manager ( Asia Pacific HQ) , based in Hong Kong",Finance Manager - Roche China Investment Holdings Ltd . based in Shanghai,"Finance Director: Fragrances & Flavors Division, Givaudan, spun off from Roche in 2003","Head of Finance - China, based in Shanghai",Regional CFO,Investor,Co-Founder & CFO,,,,,,,,,,,
11983,Labotory Teacher,Centre Supervisor,Deputy Chief of Trade Promotion Department,Human Resourses Manager,Country Human Resources & Communications Head,Cluster HR General Manager - Vietnam & Cambodia,HR & Admin Manager,HR & Admin Director,Human Resources & Admin Director (project basis),HR & Admin Director (project basis),"Trainer, Coach and Consultant for Management and HR solutions",,,,,,,,,
11984,quality and R&D engineer,Senior Quality Assurance Engineer,Production Manager,,,,,,,,,,,,,,,,,
11985,IP Team PJ Leader - Layout Designer,Branch Manager,Sale and Marketing Executive,,,,,,,,,,,,,,,,,
11986,Developer,Analyst / Designer / Lead Developer,Senior Developer (Consultant),Senior Software Engineer,Team Lead / Tech Lead / Architect,Senior Software Manager / Technical Leadership / Software Architect,,,,,,,,,,,,,,
11987,"Military Combat Officer, Major","Executive, Product Development (Cargo)","Military Combat Officer, Lieutenant Colonel","Director, Certis CISCO Academy","Head, HR Business Partner, Learning & People Development","Director, Learning & Development",Director Employee Experience,,,,,,,,,,,,,
11988,Arty Offr,Head Of Division,Deputy Director,,,,,,,,,,,,,,,,,
11989,Tutor,Undergraduate Research Assistant,Research Assistant,Tutor,Bioinformatics Specialist,,,,,,,,,,,,,,,
11990,Technical Specialist,Sales Engineer,Sales Engineer,Sales and Application Manager,Senior Global Component Engineer,Technical Marketing Manager,Manager,Sales Engineer,Sales Manager,Sales Manager,,,,,,,,,,
11991,"Director of Marketing & Sales, Asia Pacific Region",VP of Operations,Group Senior Vice President,"Senior Vice President, China",COO & President of North Asia,CEO,President & CEO,CEO & Vice Chairman,,,,,,,,,,,,
11992,Article Assistant,Article,Audit Assistant,Senior Consultant,Chartered Accountant,Consultant-Accounts & Finance,Consultant,,,,,,,,,,,,,
11993,Supervisor,Producer,Associate Web Producer,Manager,,,,,,,,,,,,,,,,
11994,IT Engineer,System and Software Engineer,CRM Consultant / Project Leader / BI System Analyst,Software Developer,System Designer,Data Analyst,BI Specialist,Senior Analyst Programmer,Senior Data Warehouse Developer,Senior BI Developer,Senior BI Specialist (Tech Lead) / Data Analyst,BI Specialist (Power BI | Data Vault),BI Specialist,,,,,,,
11995,President & CEO,Director,"Member Board of Directors,Member of Audit Committee, Chairman of Compensation Committee",International Trade Adivsory Comiittee,President,"Member, Board of Directors",President,President,Business Consultant,President,Certified Provider in TRE- Tension-Stress-Trauma Release,Core Energetics Practitioner-CCEP,Member of the Board of Directors,,,,,,,
11996,Senior Software Engineer,Sr. Consultant,Team Lead (Technical Architect SAP BW/BI),Associate Lead Delivery,BW Data Architect,BW/HANA Consultant,,,,,,,,,,,,,,
11997,Head-International Carrier Business,Carrier Sales Manager,"Manager-Business Development & Sales, Global Voice Solutions",Senior Manager - Asia Pacific,Consultant-Hubbing/Transit Business,,,,,,,,,,,,,,,
11998,Systems Engineer,Systems Engineer Trainee,Senior Systems Engineer,Technology Analyst,,,,,,,,,,,,,,,,
11999,Civil Servant,"Manager, Admin & HR",Assistant Manager HR,Assistant Human Capital Development Manager,Assistant HR Manager,,,,,,,,,,,,,,,
12001,Audit Partner,Assistant Manager-Treasury,Deputy Manager - SSC & Tranformation,Financial Controller,Transitions & Quality Leader - Adani Group Shared Services,Business Process Transformation (BPT) Leader- Finance,"Process COE Head ( P2P, O2C & Treasury) - Adani Group Shared Services","Associate General Manager, Ops and New Initiatives- Adani Group Shared Services",,,,,,,,,,,,
12002,Manager,Pastoral Leadership Intern,Missions Director,Missionary,Project Manager/Administrator,Operations Manager and Projects Manager,National  Delivery Manager,Service Delivery & Resource Manager,National Service Delivery Manager,Regional Asset Manager ,National Service and Asset Manager,,,,,,,,,
12003,Dy. Manager & Solids Control Engineer,ASSISTANT DRILLER,"ASSISTANT DRILLER with IWCF cirt., from IDT, Dehradun (67450-IN.294 2202)",DIRECTIONAL DRILLER,DIRECTIONAL DRILLING (FIELD) ENGINEER,DIRECTIONAL DRILLING ENGINEER,,,,,,,,,,,,,,
12004,Operation GM,Operation Director,General Manager,Country Manager,General Manager,,,,,,,,,,,,,,,
12005,Overseas Sales,Overseas Sales,,,,,,,,,,,,,,,,,,
12006,Qualified as a Special Agent candidate,Principal & CEO,Business Representative for Asia,"Adjunct Professor, Department of Systems Management Engineering,",Special Advisor for the Commissioner,Senior Fellow,President,,,,,,,,,,,,,
12007,Executive Assistant,Consultant,Assistant to Chairman & CEO cum Group Human Resources & Administration Manager,Manager - Human Resources & Administration,Partner,,,,,,,,,,,,,,,
12008,"Manager : Supply Chain Finance, PepsiCo India Region","Senior Manager : Manufacturing Finance, Site Bangalore, Cipla Limited","Associate Director : FP&A for Emerging Markets Business, Cipla Limited","Senior Financial Analyst, India Operations",,,,,,,,,,,,,,,,
12009,Production Engineer,"Product Manager, Marketing Director, Channel Director, SMB GM","Managing Director, Gateway China","President, Dell China & Hong Kong",Chief Executive Officer and President,"Vice President & Managing Director, China Hewlett-Packard",Senior Vice President & Managing Director for Asia Pacific & Japan,Chairman of the Board of Directors,Chairman of the Board of Directors,Chairman of the Board of Directors,Co-Chairman of the Board of Directors,Senior Vice President,Head of Corporate Strategy & Investment - HiSap 3C Retail Group & Mecox Lane Limited (Nasdaq:MCOX),Chairman of the Board of Directors,,,,,,
12010,PHD,Post-Doctoral Researcher,Guest Lecturer,Guest Lecturer,Visiting PHD Student,Invited Speaker,Researcher,Guest Lecturer,Marie Skłodowska-Curie Postdoctoral Researcher,,,,,,,,,,,
12011,Senior Internal Auditor,Accountant,Advocate & Solicitor,Senior Associate,Group Cheif Operating Officer,Founder,,,,,,,,,,,,,,
12012,"PRODUCTION,TESTING AND COMMISSIONING ENGINEER",TESTING AND COMMISSIONING ENGINEER,,,,,,,,,,,,,,,,,,
12013,Senior Account Manager,Joint Founder & Account Director,Founder and Managing Director,Freelance Change Management Consultant & Project Director,Director/Investor,Mentor,Co-Founder & Marketing Director,Non Exec Director,"Business Coach, Non-Exec, Agency Mentor",Registered and Approved Growth Accelerator Coach,Mentor,Visiting Lecturer,"Mentor, Business & Executive Coach, NED",,,,,,,
12014,IT Specialist,Business Process Analyst,Principal Consultant,Consultant,Head of Global Production Support - Data Platforms,"Partner, Execution","Partner, India Practice - Strategy Execution and Governance Specialist",,,,,,,,,,,,,
12015,Operations Manager,Production Assistant,Stock Control Supervisor,Logistics Team Leader,Inventory and Demand Planning Supervisor,Warehouse and Logistics Manager ,European Logistics Manager,Logistics and Procurement Manager,,,,,,,,,,,,
12016,Assistant Project Manager,"Sales Director, Global Sales","Senior Sales Manager, GVS",,,,,,,,,,,,,,,,,
12017,Sr. Project Manager,Sr.Facilities Engineering,Manager Engineering - Projects,"Manager Facilities, Maintenance & Projects",,,,,,,,,,,,,,,,
12018,Field Sales Manager,Ipoque Product Specialist,International Sales Specialist,Sales Director,Sales Director UK,Sales Director UK,Sales Manager,,,,,,,,,,,,,
12019,PhD in Bioengineering and Medical-Surgical Sciences,Pharmacist Member of UTIFAR,Research Pharmacist,Pharmacist Member of JPAG,PhD in Bioengineering and Medical-Surgical Sciences,PhD in Bioengineering and Medical-Surgical Sciences,,,,,,,,,,,,,,
12020,Commercial Technology Engineer,Sales and Marketing Manager,Corporate Account Manager,Account Manager,Sales manager,Sales & Marketing Manager,Business Development Manager,Sales Manager,Sales Manager,Key Account Manager,Sales Engineer,,,,,,,,,
12021,Import /Export clerk,Sales Manager,Sales Manager / Administration,Business Developer,Sales Director - USA,Business Developer,Director,Business Developer,Business Developer,Marketing Consultant,Business Consultant Asian Pacific,Business consultant,Business consultant,Business Development,,,,,,
12022,"Design Engineer, Hardware",Product Marketing Engineer,"Business Development Manager, ASEAN and East Asia",Management Consultant,Commercial Manager,Managing Director,"Project Sales Director, Hong Kong & Macau","Sales Director, North Asia","Managing Director, Building and Design Solutions",President Asia Pacific,Executive Vice President Revenue Development,Strategy and Business Development Consultant,,,,,,,,
12023,General Manager & Immigration Advocate,Designer of,Board of Trustee Member,People & Performance Advisor,Learning and Development Manager,Learning and Development Manager,Senior Learning and Development Manager,Program Training Officer,Education Program Officer,Bus Safety Officer,,,,,,,,,,
12024,Travel Manager,Personal Assistant to Managing Director,Manager Business Development,Senior Manager Business Development Voice & SMS,,,,,,,,,,,,,,,,
12025,Associate Customer Support Engineer,Member Technical Support,Junior Field Engineer,Sr. Tech Lead,Sr. PRODUCT Manager,Customer Delivery Manager,,,,,,,,,,,,,,
12026,Trainee,IT Analyst,Senior Technology Specialist,Architecture & Strategy Professional,"Specialist, Platform",Global AWS CTO - Insights and Data,,,,,,,,,,,,,,
12027,Assistant Electrical Engineer (Maintenance),General Instrument Engineer,Sales Engineer,Associate Professor,,,,,,,,,,,,,,,,
12028,Hong Kong and PRC Tax Senior Consultant,Tax Manager,,,,,,,,,,,,,,,,,,
12029,Customer Service Engineer,Quality Monitoring Analyst & Fault Desk Representative,"Assistant Manager, International Carrier Operation",Senior Network Engineer,Customer Service Project Manager,Project Manager,,,,,,,,,,,,,,
12030,Intern,Intern,BIM Architecture Specialist,BIM-Architect,Former-Partner,Revit instructor,BIM Architectural Designer,BIM professional Architect & Co ordinator,"IDPT ""Integration Design Project Team member"" Dar Al Handasah",Senior Architect-BIM Specialist,Head Architect at the technical office,,,,,,,,,
12031,Senior Captain,Network Administrator,System Manager,Process Consultant,Process Consultant,Senior Manager IT & Operations Method,Project Manager,Channel Manager,GM,Senior Technical Consultant,Project Director,"Business Coach, Management Consultant","Head, PMO ","Manager, Business Support",,,,,,
12032,Legal Intern,Legal Intern,Legal Intern,Legal Counsel,Legal Intern,,,,,,,,,,,,,,,
12033,Radio Communication Research Engineer,Project Leader in Wireless Tech Gr.,Strategic Planning & Promotion Officer,Business Developmenet & Marketing Manager,Head of API (ASIC & Power IC) group,Regional Center Head of Power Management & MultiMarket (PMM),Executive VP & Chief Sales Officer (CSO),"Vice President, Japan/Korea Sales",Senior Director,,,,,,,,,,,
12034,Senior ESD and IO design eng,ESD/LU section manager,Principal ESD/Latch-up specialist,,,,,,,,,,,,,,,,,
12035,Manager,Senior Manager Sales,Manager,Manager Carrier Relations,Manager Carrier Relations,Business Development- Manager,Senior Manager - Wholesale,A.V.P- Market Management,,,,,,,,,,,,
